question_id,result
296,Answer: A
297,B
298,A
299,A 
300,C
301,B 
302,Answer: B
303,B
304,C 
305,Answer: A
306,D 
307,Answer: C
308,D 
309,C 
310,A
311,A
312,Not Sure
313,A
314,C 
315,C
316,Answer: A
317,A
318,B 
319,A
320,Answer: A
321,Answer: A
322,B
323,Answer: C
324,D
325,A 
326,B
327,A
328,D
329,Answer: A
330,B
331,D 
332,C
333,Answer: C
334,C
335,A 
336,A 
337,C
338,D 
339,Answer: C
340,A
341,A 
342,B
343,Answer: D
344,A
345,B
346,D
347,A
348,A
349,A 
350,A
351,D 
352,Answer: C
353,A
354,A
355,A
356,A 
357,C
358,D 
359,
360,D
361,D 
362,A
363,Answer: D
364,C 
365,Not Sure
366,B 
367,Answer: C
368,B
369,D 
370,D 
371,C
372,D
373,Answer: D
374,C
375,A
376,C 
377,C
378,A
379,B 
380,B 
381,A 
382,A
383,A
384,Answer: A
385,C
386,B
387,A
388,"Unsafe practices, Wants, Fear, Trivial, so the answer is A"
389,A 
390,B 
391,B
392,A
393,A 
394,A 
395,B 
396,C
397,Answer: A
398,C
399,D
400,B 
401,D
402,B
403,A
404,Answer: A
405,A
406,A 
407,A 
408,
409,Answer: A
410,A
411,A 
412,B
413,Answer: A
414,C 
415,D
416,D
417,A 
418,A
419,D
420,A
421,Answer: A
422,C
423,B 
424,D 
425,A
426,Answer: A
427,D
428,A
429,A 
430,B
431,Answer: B
432,D
433,Answer: C
434,A 
435,D
436,A
437,Answer: A
438,B
439,A
440,C 
441,A
442,Answer: C
443,A 
444,A 
445,C
446,D 
447,D
448,Answer: A
449,A 
450,A 
451,A
452,A
453,A 
454,A 
455,A
456,A
457,Answer: B
458,B 
459,A 
460,A 
461,B
462,C 
463,A
464,C 
465,Answer: A
466,Answer: A
467,B
468,A 
469,D
470,A
471,A
472,Answer: A
473,C
474,Answer: A
475,B
476,Answer: B
477,Answer: B
478,A
479,Answer: D
480,D
481,A 
482,Answer: A
483,C
484,A
485,A
486,Answer: A
487,A 
488,B
489,Answer: A
490,B 
491,Answer: B
492,Answer: D
493,Answer: B
494,A 
495,Answer: A
496,Answer: D
497,A 
498,A 
499,B
500,B
501,B 
502,C
503,A
504,C
505,Answer: C
506,C
507,D
508,A 
509,Answer: A
510,B 
511,A
512,B 
513,D
514,A
515,Answer: B
516,C
517,A 
518,A 
519,Answer: A
520,A
521,B
522,A
523,Answer: C
524,Answer: B
525,B 
526,D 
527,B
528,D
529,A 
530,Answer: B
531,Answer: D
532,A 
533,D
534,A 
535,A
536,A 
537,A 
538,A 
539,C
540,B
541,None of the above
542,D 
543,B
544,
545,Answer: D
546,B 
547,C
548,A
549,C
550,A
551,A
552,Answer: D
553,B
554,D
555,A
556,D 
557,Answer: A
558,C
559,Answer: A
560,B
561,D
562,B 
563,Answer: B
564,A
565,B
566,B
567,D
568,Answer: D
569,A 
570,Answer: B
571,D 
572,A 
573,Answer: A
574,B
575,D 
576,D 
577,C
578,A
579,Answer: A
580,D
581,A
582,Answer: C
583,D
584,A
585,B
586,Answer: B
587,Answer: C
588,Answer: C
589,Answer: A
590,B 
591,D 
592,B 
593,Answer: D
594,A
595,A 
596,C
597,C
598,None of the above
599,A 
600,Answer: A
601,A
602,A 
603,D 
604,C
605,Answer: B
606,D
607,B
608,Answer: A
609,C
610,A
611,
612,D
613,A
614,Answer: C
615,A
616,A
617,A 
618,Answer: B
619,A
620,B
621,C
622,C
623,A 
624,C
625,C 
626,Answer: B
627,Answer: D
628,C
629,D
630,D
631,D
632,Answer: D
633,B 
634,B
635,B
636,B
637,D
638,A
639,A
640,Answer: D
641,A
642,A
643,D
644,D
645,A
646,A 
647,A
648,A 
649,Answer: A
650,D
651,B 
652,D 
653,C
654,D 
655,A
656,A
657,B 
658,C 
659,Answer: A
660,Answer: A
661,A 
662,D
663,A
664,C
665,D
666,
667,A 
668,Answer: A
669,Answer: A
670,Answer: D
671,C
672,D
673,Answer: C
674,Answer: C
675,"phosphofructokinase., so the answer is D"
676,B
677,C
678,A
679,A
680,A 
681,D
682,C
683,A
684,Answer: B
685,A 
686,C
687,D
688,C
689,Answer: B
690,D
691,A
692,A
693,A
694,B 
695,B
696,A 
697,A
698,A
699,A
700,Answer: A
701,Answer: A
702,Answer: B
703,Answer: B
704,Answer: C
705,A
706,B
707,D
708,Answer: A
709,A 
710,C 
711,Answer: B
712,A
713,D 
714,A
715,A
716,A
717,D 
718,D 
719,D
720,A 
721,B
722,A 
723,A
724,C
725,Answer: A
726,C
727,Answer: A
728,B
729,A
730,B
731,Answer: B
732,Answer: A
733,A
734,D 
735,C
736,B 
737,A 
738,C
739,Answer: A
740,B
741,D 
742,A 
743,A 
744,Answer: B
745,D
746,A 
747,C 
748,Answer: B
749,A
750,D
751,Answer: B
752,C 
753,C 
754,A 
755,B
756,A
757,A
758,Answer: A
759,B
760,D
761,C 
762,C
763,Answer: D
764,C 
765,D
766,Answer: A
767,C
768,"They provide access to phosphorus, an essential element that is limited in many kinds of soils., so the answer is C"
769,Answer: A
770,C
771,A
772,A 
773,C
774,B
775,A
776,D 
777,A 
778,A
779,Answer: C
780,Answer: A
781,C 
782,A 
783,Answer: A
784,Answer: B
785,D
786,D
787,A
788,B 
789,A
790,C
791,A
792,Answer: D
793,A
794,C 
795,A
796,D
797,D
798,B 
799,Answer: A
800,
801,
802,A 
803,A
804,C
805,A
806,D
807,B
808,Answer: C
809,C 
810,
811,A
812,B
813,B 
814,A 
815,C 
816,Answer: B
817,A 
818,Answer: A
819,B
820,D 
821,B
822,A
823,
824,A 
825,A
826,B 
827,A 
828,A
829,A
830,D
831,Answer: A
832,Answer: C
833,Answer: D
834,D 
835,C
836,D
837,D
838,A
839,A
840,B
841,A
842,D 
843,C 
844,B 
845,D
846,D 
847,Answer: B
848,Answer: A
849,A 
850,D
851,Answer: B
852,A
853,C
854,A 
855,A
856,A
857,B
858,Answer: C
859,A 
860,C 
861,B 
862,C
863,A
864,B
865,A
866,A 
867,Answer: D
868,A 
869,C
870,A
871,Answer: A
872,A
873,B
874,D 
875,A 
876,B 
877,Answer: C
878,D 
879,Answer: B
880,C 
881,B
882,Answer: C
883,Answer: D
884,Answer: A
885,D
886,A 
887,A
888,A
889,Answer: D
890,Answer: A
891,A 
892,A
893,C
894,B 
895,D
896,Answer: D
897,C
898,D 
899,B
900,Answer: B
901,A
902,A 
903,A
904,C
905,A
906,Answer: D
907,A 
908,A 
909,A
910,D
911,C 
912,A
913,D
914,C 
915,B 
916,D 
917,D 
918,D
919,B
920,D 
921,A
922,D
923,Answer: D
924,
925,C
926,B
927,C
928,Answer: B
929,D
930,A 
931,C 
932,Answer: C
933,A
934,None of the above
935,A
936,
937,A
938,Answer: B
939,A
940,Answer: D
941,A 
942,Answer: A
943,B
944,B 
945,A 
946,A
947,D
948,B 
949,A 
950,C 
951,Answer: C
952,C
953,A
954,A
955,A 
956,B
957,A
958,A
959,D
960,C
961,A
962,Answer: D
963,C
964,D 
965,Answer: A
966,A 
967,Answer: A
968,A 
969,A
970,Answer: B
971,A
972,A 
973,A 
974,A 
975,B
976,B
977,B
978,D
979,A
980,D
981,A
982,A 
983,A
984,Not Sure
985,Answer: B
986,A 
987,Answer: D
988,Answer: A
989,A 
990,D
991,D 
992,C 
993,Answer: C
994,B
995,D
996,A
997,A
998,B 
999,A
1000,C 
1001,Answer: C
1002,C
1003,B
1004,A
1005,Answer: C
1006,D
1007,Answer: A
1008,A
1009,C
1010,A
1011,Answer: D
1012,Answer: D
1013,Answer: B
1014,A 
1015,D 
1016,D
1017,Not Sure
1018,A
1019,A
1020,A
1021,D
1022,Answer: C
1023,A
1024,D
1025,A 
1026,Answer: C
1027,B 
1028,Answer: D
1029,A 
1030,B
1031,Answer: C
1032,A
1033,D 
1034,Answer: B
1035,B 
1036,A 
1037,A
1038,Answer: A
1039,A 
1040,D 
1041,A
1042,A
1043,B
1044,Answer: A
1045,A
1046,Answer: A
1047,Answer: B
1048,B 
1049,Answer: A
1050,None of the above
1051,Answer: C
1052,Answer: A
1053,D 
1054,B
1055,D
1056,Answer: D
1057,A
1058,D 
1059,Answer: A
1060,A
1061,Answer: C
1062,A
1063,B 
1064,B
1065,A 
1066,Answer: A
1067,Answer: A
1068,D
1069,Answer: A
1070,D 
1071,Answer: C
1072,A
1073,B
1074,C
1075,D
1076,B 
1077,C 
1078,D 
1079,A
1080,D 
1081,A
1082,Answer: A
1083,B
1084,Answer: C
1085,A 
1086,A
1087,Answer: C
1088,A 
1089,C
1090,D
1091,A
1092,A
1093,A 
1094,C
1095,Not Sure
1096,A
1097,D
1098,D 
1099,A 
1100,C 
1101,D 
1102,Answer: C
1103,A
1104,C
1105,A
1106,Answer: A
1107,B
1108,A
1109,Answer: B
1110,Answer: A
1111,Answer: A
1112,B
1113,A
1114,B
1115,A
1116,A 
1117,A
1118,A
1119,A
1120,A 
1121,Answer: A
1122,Answer: D
1123,A 
1124,Answer: A
1125,Answer: B
1126,Answer: C
1127,B 
1128,B 
1129,A
1130,Answer: A
1131,Answer: D
1132,Answer: A
1133,A
1134,A 
1135,C
1136,B
1137,D
1138,Answer: D
1139,A
1140,Answer: A
1141,A 
1142,B
1143,B 
1144,A 
1145,D
1146,A
1147,B
1148,C
1149,A
1150,A 
1151,D 
1152,B
1153,A
1154,C 
1155,A 
1156,
1157,A 
1158,A 
1159,Answer: D
1160,Answer: A
1161,D 
1162,A 
1163,Answer: D
1164,Answer: A
1165,Answer: A
1166,D
1167,Answer: D
1168,A 
1169,D
1170,C 
1171,D 
1172,D
1173,C
1174,B
1175,B
1176,C 
1177,B 
1178,B
1179,C 
1180,Answer: C
1181,B
1182,A
1183,C
1184,C
1185,Answer: C
1186,B
1187,C
1188,Answer: C
1189,B
1190,Answer: A
1191,D 
1192,Answer: C
1193,C 
1194,Answer: D
1195,A 
1196,B
1197,Answer: A
1198,Answer: D
1199,D
1200,A 
1201,D
1202,A
1203,C
1204,None of the above
1205,A
1206,Answer: A
1207,A
1208,Answer: D
1209,B
1210,A 
1211,B 
1212,Answer: C
1213,Answer: B
1214,B
1215,A 
1216,Answer: A
1217,Answer: D
1218,D 
1219,Answer: A
1220,A
1221,C 
1222,A
1223,A 
1224,A
1225,Answer: D
1226,Answer: D
1227,Answer: B
1228,A
1229,Answer: D
1230,Answer: B
1231,Answer: A
1232,A 
1233,Answer: D
1234,Answer: D
1235,A
1236,C 
1237,A
1238,D
1239,C 
1240,C 
1241,Answer: D
1242,C
1243,A
1244,A
1245,Answer: C
1246,Answer: A
1247,D
1248,Answer: A
1249,A 
1250,B
1251,B
1252,B
1253,"Lead to death due to an inability of the cell to pass electrons to oxygen, thus stopping aerobic respiration and asphyxiating the cells., so the answer is A"
1254,C
1255,Answer: C
1256,Answer: C
1257,A 
1258,Answer: D
1259,Answer: B
1260,A 
1261,D 
1262,Answer: B
1263,Answer: D
1264,Answer: D
1265,Answer: A
1266,A 
1267,Answer: A
1268,C
1269,Answer: D
1270,A
1271,A 
1272,Answer: A
1273,C 
1274,C 
1275,A
1276,D
1277,A
1278,A
1279,A
1280,Answer: A
1281,Answer: B
1282,D
1283,A 
1284,A 
1285,D
1286,B 
1287,A
1288,Answer: D
1289,Answer: A
1290,D
1291,A 
1292,C
1293,A
1294,Answer: D
1295,D
1296,Answer: D
1297,Answer: A
1298,None of the above
1299,D 
1300,Answer: C
1301,A 
1302,A
1303,D
1304,A 
1305,D
1306,B
1307,A 
1308,Answer: C
1309,A
1310,Answer: A
1311,A
1312,B
1313,A
1314,Answer: D
1315,A
1316,B 
1317,Answer: C
1318,B 
1319,B
1320,B
1321,A
1322,A
1323,C
1324,B
1325,D
1326,A
1327,"creatine phosphorylation., so the answer is B"
1328,A 
1329,A
1330,A 
1331,A 
1332,A 
1333,A
1334,B
1335,C
1336,A
1337,C
1338,A
1339,A
1340,B
1341,Answer: D
1342,A 
1343,D
1344,A
1345,B 
1346,A 
1347,A 
1348,Answer: A
1349,C
1350,
1351,A
1352,B
1353,A
1354,Answer: A
1355,C
1356,D 
1357,Answer: C
1358,D
1359,D 
1360,D
1361,B
1362,B
1363,Answer: D
1364,A 
1365,A 
1366,D
1367,C
1368,Answer: A
1369,B
1370,C 
1371,A 
1372,A
1373,B 
1374,A
1375,Answer: A
1376,Answer: A
1377,B 
1378,Answer: D
1379,B 
1380,D 
1381,A
1382,Answer: B
1383,Answer: A
1384,D
1385,A 
1386,A
1387,B 
1388,A 
1389,C
1390,D
1391,B
1392,C
1393,B 
1394,D
1395,"Mass of the moon, so the answer is A"
1396,B
1397,B
1398,D
1399,A
1400,Answer: D
1401,B
1402,A 
1403,Answer: D
1404,A 
1405,D
1406,Answer: A
1407,C
1408,Answer: D
1409,D
1410,B
1411,C 
1412,Answer: B
1413,Answer: B
1414,Answer: A
1415,C 
1416,D 
1417,Answer: D
1418,D
1419,Answer: B
1420,A
1421,A 
1422,D 
1423,C
1424,D
1425,C
1426,D 
1427,D
1428,C
1429,D
1430,A 
1431,Answer: A
1432,D
1433,A 
1434,Answer: D
1435,Answer: B
1436,A
1437,A
1438,A 
1439,Answer: D
1440,B 
1441,C
1442,A
1443,Answer: A
1444,None of the above
1445,Answer: C
1446,D
1447,D
1448,C 
1449,A 
1450,B
1451,"5, so the answer is A"
1452,A
1453,A 
1454,Answer: D
1455,Answer: D
1456,A
1457,D 
1458,A 
1459,B 
1460,A 
1461,B 
1462,C
1463,C
1464,A
1465,C
1466,Answer: A
1467,A 
1468,None of the above
1469,A 
1470,Answer: D
1471,C
1472,"True, True, so the answer is A"
1473,Answer: C
1474,A 
1475,A 
1476,Answer: B
1477,A 
1478,A 
1479,A 
1480,Answer: B
1481,A 
1482,Answer: B
1483,Answer: C
1484,B
1485,C
1486,B
1487,B 
1488,A 
1489,Answer: A
1490,A 
1491,Answer: D
1492,C
1493,D 
1494,C
1495,A
1496,Answer: C
1497,A
1498,B
1499,Answer: A
1500,Answer: A
1501,D
1502,D
1503,C
1504,C 
1505,A 
1506,Answer: A
1507,Answer: C
1508,A 
1509,A
1510,C
1511,B
1512,Answer: B
1513,B
1514,Answer: D
1515,A
1516,Answer: A
1517,B
1518,Not Sure
1519,A
1520,C
1521,Answer: A
1522,Answer: B
1523,Answer: A
1524,B 
1525,A
1526,
1527,
1528,Answer: B
1529,B
1530,D
1531,"By overwriting the return address to point to the location of that code, so the answer is A"
1532,A 
1533,C 
1534,D
1535,D
1536,Answer: C
1537,B 
1538,A
1539,B
1540,A 
1541,Answer: A
1542,B 
1543,A
1544,A 
1545,B
1546,A
1547,Answer: D
1548,A
1549,D 
1550,Answer: A
1551,A 
1552,Answer: C
1553,Answer: A
1554,C
1555,Answer: C
1556,A
1557,Answer: C
1558,A
1559,A
1560,Answer: A
1561,C 
1562,A
1563,B 
1564,A
1565,Answer: B
1566,A
1567,Answer: A
1568,C 
1569,Answer: C
1570,B
1571,A
1572,B
1573,"passes into the air above, so the answer is B"
1574,B
1575,A
1576,A 
1577,D
1578,Answer: A
1579,A 
1580,D 
1581,B 
1582,A 
1583,A
1584,Answer: A
1585,B 
1586,A 
1587,A
1588,B
1589,D 
1590,A
1591,A 
1592,A
1593,A
1594,C
1595,C
1596,A
1597,B 
1598,A
1599,
1600,C 
1601,B
1602,B 
1603,C 
1604,Answer: A
1605,D 
1606,A 
1607,Answer: A
1608,B 
1609,A
1610,Answer: A
1611,C
1612,Answer: A
1613,A 
1614,C 
1615,Answer: A
1616,A
1617,C 
1618,A
1619,A 
1620,A 
1621,A
1622,Answer: A
1623,B
1624,Answer: B
1625,D 
1626,D
1627,C 
1628,B 
1629,Answer: D
1630,Answer: A
1631,C 
1632,Answer: C
1633,A
1634,D 
1635,B
1636,A
1637,B
1638,D
1639,A 
1640,A 
1641,A
1642,Answer: A
1643,C 
1644,Answer: C
1645,B 
1646,A
1647,"torques, so the answer is B"
1648,Answer: A
1649,Answer: B
1650,A
1651,Answer: A
1652,"one-quarter the value for a tube open at both ends, so the answer is A"
1653,A 
1654,Answer: A
1655,Answer: A
1656,A
1657,C 
1658,C
1659,A
1660,C 
1661,B 
1662,B
1663,B
1664,A
1665,C 
1666,B 
1667,A 
1668,A
1669,B
1670,A
1671,Answer: C
1672,A
1673,None of the above
1674,B
1675,A
1676,
1677,D
1678,B 
1679,A 
1680,A
1681,C
1682,A
1683,A
1684,B 
1685,B
1686,Answer: A
1687,Answer: B
1688,A 
1689,B
1690,Answer: A
1691,A
1692,D
1693,B 
1694,C 
1695,B 
1696,Answer: D
1697,Answer: C
1698,A
1699,Answer: B
1700,C
1701,A
1702,A 
1703,B 
1704,A 
1705,A
1706,A 
1707,A
1708,B
1709,Not Sure
1710,B 
1711,A
1712,Answer: C
1713,B 
1714,D 
1715,D
1716,C
1717,B 
1718,B
1719,Answer: B
1720,D
1721,Answer: A
1722,A
1723,B
1724,D
1725,B
1726,Answer: D
1727,A
1728,A
1729,Answer: A
1730,B 
1731,B
1732,A
1733,B
1734,B
1735,B 
1736,A
1737,B 
1738,D
1739,D
1740,A 
1741,A
1742,B 
1743,A 
1744,B 
1745,A 
1746,B 
1747,D
1748,D 
1749,Answer: D
1750,D
1751,Answer: D
1752,A
1753,A
1754,B
1755,Answer: B
1756,A
1757,B
1758,B
1759,Answer: A
1760,A
1761,B
1762,Answer: A
1763,A
1764,"ejected neutrons, so the answer is D"
1765,D
1766,Answer: A
1767,Answer: B
1768,D
1769,B 
1770,B 
1771,A
1772,B
1773,A
1774,Answer: B
1775,C 
1776,A
1777,B
1778,B 
1779,B 
1780,Answer: C
1781,A
1782,Answer: C
1783,Answer: A
1784,D 
1785,C
1786,A
1787,B
1788,C 
1789,Answer: B
1790,D 
1791,B 
1792,D 
1793,B 
1794,A 
1795,"internal reflection, so the answer is A"
1796,A 
1797,B 
1798,Answer: B
1799,Answer: B
1800,Answer: A
1801,B
1802,A 
1803,B 
1804,Answer: A
1805,Answer: D
1806,Answer: A
1807,C
1808,Answer: B
1809,D
1810,C
1811,A
1812,A 
1813,C
1814,B
1815,None of the above
1816,B
1817,D
1818,Answer: D
1819,B
1820,B 
1821,A
1822,A
1823,B 
1824,D
1825,B 
1826,B
1827,D
1828,A
1829,A
1830,Answer: D
1831,A 
1832,B 
1833,D
1834,Answer: D
1835,Answer: D
1836,B
1837,Answer: A
1838,A 
1839,A
1840,A
1841,Answer: A
1842,Answer: B
1843,Answer: B
1844,A
1845,A 
1846,A
1847,B 
1848,A
1849,A
1850,A
1851,A 
1852,A 
1853,B
1854,B
1855,A
1856,A
1857,Answer: C
1858,A
1859,C
1860,C
1861,B 
1862,Answer: D
1863,Answer: A
1864,Answer: A
1865,B 
1866,C
1867,D
1868,Answer: A
1869,C
1870,A 
1871,B
1872,C 
1873,A
1874,B
1875,A
1876,A
1877,Answer: A
1878,A 
1879,Answer: B
1880,B
1881,B
1882,A 
1883,Answer: A
1884,B
1885,A 
1886,D 
1887,A
1888,Answer: C
1889,D
1890,Answer: B
1891,D 
1892,A
1893,C
1894,D 
1895,B
1896,D
1897,Answer: A
1898,C 
1899,C
1900,Answer: A
1901,A
1902,Answer: A
1903,B 
1904,Answer: D
1905,D 
1906,Answer: B
1907,A
1908,D
1909,D 
1910,A
1911,B
1912,Answer: C
1913,B 
1914,D
1915,A
1916,"No, so the answer is B"
1917,B
1918,B 
1919,C
1920,A
1921,D 
1922,A
1923,A
1924,C
1925,Answer: D
1926,C
1927,B
1928,A 
1929,A
1930,Answer: B
1931,D 
1932,A 
1933,Answer: D
1934,Answer: C
1935,Answer: C
1936,Answer: A
1937,D
1938,Answer: A
1939,A
1940,A
1941,B
1942,B
1943,A
1944,A
1945,Answer: A
1946,B
1947,A
1948,B
1949,C 
1950,Answer: C
1951,Answer: A
1952,D 
1953,C
1954,B 
1955,A 
1956,C 
1957,A 
1958,B 
1959,Answer: B
1960,A
1961,B
1962,Answer: A
1963,B
1964,A 
1965,A
1966,C
1967,A
1968,Answer: A
1969,C 
1970,C 
1971,A
1972,C
1973,A 
1974,"crystal filter., so the answer is B"
1975,Answer: C
1976,A
1977,C
1978,B
1979,Answer: B
1980,A
1981,C
1982,B
1983,A 
1984,D
1985,C
1986,A 
1987,"Inductance., so the answer is B"
1988,A
1989,A 
1990,A
1991,B
1992,Answer: C
1993,C 
1994,A 
1995,D
1996,A 
1997,A
1998,D 
1999,C
2000,A 
2001,B
2002,Answer: B
2003,D
2004,A
2005,Answer: A
2006,B
2007,A 
2008,C
2009,C
2010,D
2011,D
2012,Answer: B
2013,A
2014,Answer: C
2015,Answer: A
2016,B
2017,B 
2018,Answer: D
2019,B
2020,C 
2021,Answer: B
2022,C 
2023,D 
2024,Answer: D
2025,A 
2026,C
2027,A
2028,A
2029,A
2030,C 
2031,A
2032,Answer: B
2033,D
2034,Answer: C
2035,C
2036,A
2037,B 
2038,C
2039,A 
2040,Answer: A
2041,Answer: A
2042,Answer: D
2043,"Both 2 and 3., so the answer is D"
2044,Answer: B
2045,Answer: A
2046,Answer: A
2047,A
2048,Answer: A
2049,A
2050,D 
2051,A
2052,A 
2053,Answer: D
2054,"in parallel., so the answer is B"
2055,C
2056,Answer: A
2057,Answer: A
2058,A
2059,D 
2060,C
2061,C 
2062,C
2063,C 
2064,A
2065,Answer: B
2066,C
2067,Answer: D
2068,B 
2069,B
2070,C
2071,A 
2072,A 
2073,Answer: D
2074,Answer: D
2075,Answer: C
2076,D 
2077,Answer: B
2078,A 
2079,Answer: C
2080,
2081,B 
2082,B
2083,A
2084,Answer: A
2085,C
2086,Answer: B
2087,Answer: A
2088,C 
2089,Answer: B
2090,B
2091,Answer: D
2092,D
2093,A 
2094,B
2095,B 
2096,B 
2097,A
2098,C
2099,D
2100,A
2101,None of the above
2102,D
2103,C
2104,C
2105,B
2106,D
2107,A 
2108,A 
2109,A
2110,B
2111,D
2112,Answer: C
2113,Answer: B
2114,D
2115,A 
2116,
2117,B 
2118,Answer: A
2119,Answer: B
2120,A 
2121,D
2122,A 
2123,A 
2124,B
2125,A
2126,B
2127,C 
2128,A
2129,D
2130,C
2131,D 
2132,A 
2133,C 
2134,D
2135,Answer: C
2136,A 
2137,B
2138,A
2139,Answer: B
2140,D 
2141,A
2142,A
2143,B 
2144,A
2145,Answer: B
2146,A
2147,D
2148,C 
2149,Answer: B
2150,Answer: D
2151,A
2152,A 
2153,Answer: B
2154,B
2155,C
2156,A 
2157,Answer: B
2158,A
2159,Answer: C
2160,A 
2161,C
2162,A 
2163,A
2164,C
2165,Answer: A
2166,Answer: A
2167,B 
2168,C
2169,Answer: A
2170,D
2171,C
2172,C 
2173,A 
2174,B
2175,A
2176,B
2177,B 
2178,A
2179,A 
2180,A
2181,A
2182,B
2183,B 
2184,B
2185,Answer: B
2186,A
2187,A
2188,Answer: A
2189,A 
2190,C
2191,D
2192,C
2193,Answer: C
2194,D
2195,Answer: A
2196,
2197,B 
2198,C
2199,Not Sure
2200,A 
2201,C
2202,Answer: D
2203,Answer: B
2204,Answer: C
2205,D
2206,Answer: C
2207,A
2208,A
2209,Answer: B
2210,C
2211,A
2212,A
2213,C 
2214,A
2215,C 
2216,Answer: B
2217,A 
2218,Answer: C
2219,D
2220,B
2221,A 
2222,A
2223,Answer: A
2224,B 
2225,A
2226,A
2227,A
2228,A 
2229,Answer: B
2230,Answer: B
2231,Answer: A
2232,D 
2233,C
2234,C
2235,Answer: C
2236,Answer: A
2237,C 
2238,C 
2239,A
2240,C 
2241,C 
2242,B 
2243,B 
2244,A
2245,A 
2246,Answer: A
2247,B
2248,B 
2249,D
2250,D
2251,D 
2252,Answer: A
2253,B 
2254,Answer: A
2255,D 
2256,B
2257,D
2258,A
2259,A 
2260,B
2261,B
2262,B
2263,D
2264,D 
2265,A
2266,C
2267,Answer: A
2268,B
2269,Answer: C
2270,D 
2271,D
2272,Answer: B
2273,D
2274,A
2275,Answer: C
2276,A
2277,A
2278,B
2279,A
2280,A 
2281,B
2282,A 
2283,Answer: A
2284,A
2285,B 
2286,C
2287,Answer: D
2288,A
2289,A
2290,A
2291,B
2292,D
2293,B 
2294,Answer: A
2295,A 
2296,Not Sure
2297,D 
2298,B
2299,D
2300,D
2301,B 
2302,A
2303,Answer: A
2304,D
2305,Answer: D
2306,Answer: B
2307,A 
2308,A
2309,Answer: B
2310,Answer: A
2311,B 
2312,A
2313,Answer: B
2314,A 
2315,D 
2316,Answer: A
2317,A
2318,Answer: B
2319,Answer: D
2320,A
2321,B
2322,Answer: D
2323,B 
2324,D
2325,A
2326,Answer: D
