question_id,result
548,Answer: B
549,C
550,D
551,Answer: A
552,D
553,Answer: D
554,D 
555,Answer: D
556,D 
557,D
558,C
559,D
560,D
561,D
562,B
563,B 
564,D 
565,Answer: D
566,Answer: B
567,D
568,D
569,Answer: B
570,Answer: B
571,D
572,D 
573,D 
574,B
575,Answer: D
576,D
577,C
578,C
579,Answer: D
580,D 
581,Answer: C
582,B
583,D
584,A
585,Answer: B
586,D
587,D
588,C
589,B 
590,Answer: B
591,D
592,C 
593,D
594,C
595,D
596,C 
597,D 
598,Answer: C
599,D
600,A 
601,A
602,C
603,D
604,D 
605,D
606,D 
607,B
608,A 
609,C
610,D
611,Answer: A
612,Answer: D
613,
614,C
615,D 
616,B
617,Answer: D
618,Answer: D
619,D 
620,Answer: B
621,C
622,D 
623,A
624,C
625,C
626,Answer: B
627,D
628,Answer: C
629,Answer: D
630,D
631,D
632,A
633,Answer: D
634,Answer: D
635,B
636,Not Sure
637,D
638,Answer: A
639,A
640,D
641,Answer: D
642,D 
643,D 
644,D
645,A
646,A
647,B
648,A 
649,Answer: D
650,Answer: B
651,B 
652,D 
653,B
654,Answer: D
655,Answer: C
656,Answer: A
657,B
658,C
659,Answer: B
660,C
661,Answer: D
662,Answer: C
663,C 
664,Answer: D
665,Answer: D
666,D 
667,D
668,Answer: B
669,B 
670,D 
671,Answer: C
672,Answer: D
673,C
674,C
675,D
676,Answer: B
677,D
678,Answer: A
679,Answer: A
680,Answer: C
681,C
682,B
683,"a solution with a high fibre content., so the answer is D"
684,D 
685,Answer: B
686,C
687,Answer: D
688,D 
689,B 
690,D 
691,A 
692,D
693,D
694,D 
695,Answer: B
696,Answer: A
697,A
698,D
699,C 
700,A 
701,A
702,B
703,Answer: D
704,Answer: C
705,D
706,B
707,D 
708,D 
709,A
710,D
711,B 
712,Answer: A
713,Answer: D
714,A
715,D
716,Answer: D
717,Answer: D
718,D
719,D
720,B 
721,D
722,Answer: D
723,C 
724,D
725,Answer: D
726,C
727,C
728,Answer: B
729,B
730,C 
731,C
732,A 
733,Answer: C
734,D
735,C
736,D
737,Answer: A
738,Answer: C
739,D
740,B
741,Answer: D
742,D
743,D 
744,B
745,Answer: D
746,Answer: A
747,C
748,B
749,D
750,D
751,C
752,C
753,Answer: C
754,A
755,B
756,Answer: D
757,Answer: A
758,D 
759,B
760,D 
761,C 
762,C 
763,Answer: D
764,Answer: D
765,Answer: D
766,A 
767,C
768,Answer: C
769,C
770,C
771,Answer: A
772,Answer: D
773,D 
774,Answer: B
775,A
776,Answer: D
777,D
778,
779,D 
780,A 
781,D
782,Answer: D
783,D 
784,B
785,Answer: D
786,Answer: C
787,Answer: D
788,B
789,C
790,C
791,A 
792,D 
793,C
794,C
795,C 
796,D
797,B
798,B
799,D
800,B 
801,A 
802,D 
803,Answer: D
804,Answer: C
805,A
806,Answer: D
807,B
808,Answer: C
809,C
810,C
811,Answer: D
812,B 
813,Answer: D
814,A
815,Answer: D
816,D
817,A
818,D 
819,Answer: B
820,B
821,B 
822,D
823,C
824,A 
825,A
826,D
827,C
828,Answer: D
829,A
830,D 
831,Not Sure
832,C
833,Answer: D
834,Answer: D
835,C
836,D
837,D
838,Answer: D
839,C 
840,B
841,Answer: B
842,D
843,Answer: D
844,B
845,D
846,C
847,B 
848,D
849,Answer: D
850,Not Sure
851,Answer: D
852,Answer: D
853,D
854,Answer: A
855,Answer: D
856,Answer: D
857,Answer: B
858,D
859,Answer: A
860,C
861,D
862,D
863,Answer: A
864,D
865,A 
866,D
867,D
868,C
869,C
870,Answer: D
871,D
872,C
873,Answer: B
874,Answer: D
875,Answer: D
876,B 
877,D
878,
879,D
880,Answer: C
881,Answer: B
882,Answer: C
883,Answer: D
884,D
885,Answer: D
886,Answer: B
887,A
888,Answer: D
889,Answer: B
890,Answer: D
891,A
892,A
893,C
894,B 
895,D
896,"r = k, so the answer is D"
897,D
898,D
899,B
900,D
901,Answer: B
902,D
903,D 
904,C 
905,D
906,C
907,B
908,A
909,Answer: D
910,Answer: C
911,Answer: C
912,Answer: B
913,D 
914,C 
915,D
916,Answer: D
917,D
918,Answer: D
919,D 
920,Answer: D
921,A
922,Answer: D
923,Answer: D
924,Answer: D
925,Answer: C
926,Answer: B
927,D
928,B
929,D
930,D
931,C 
932,C
933,B
934,A
935,A
936,D
937,D
938,Answer: D
939,A
940,Answer: D
941,Answer: D
942,A
943,B
944,A 
945,Answer: D
946,C
947,D
948,C
949,A
950,Answer: B
951,C
952,C
953,C
954,A
955,Answer: D
956,B
957,D
958,D
959,Answer: D
960,Answer: C
961,B
962,D
963,Answer: D
964,D
965,D
966,D
967,D
968,A 
969,A 
970,B
971,D
972,A
973,D
974,C
975,B 
976,B
977,Answer: B
978,C 
979,D
980,C 
981,C
982,Answer: D
983,D
984,B 
985,B
986,Answer: A
987,D 
988,D 
989,"Cu, Fe, Co, so the answer is A"
990,Answer: D
991,D 
992,C
993,C
994,B
995,D 
996,Answer: A
997,D
998,Answer: B
999,A
1000,Answer: C
1001,C
1002,C
1003,Answer: B
1004,C
1005,D
1006,D
1007,Answer: D
1008,D
1009,"Reliable delivery of large (multi-packet) messages between machines that are not necessarily directly connected, so the answer is C"
1010,B
1011,Answer: D
1012,D
1013,D
1014,A
1015,Answer: D
1016,D
1017,B
1018,Answer: A
1019,D
1020,A
1021,D
1022,C
1023,Answer: D
1024,Answer: D
1025,C 
1026,Answer: C
1027,D
1028,D
1029,A
1030,D
1031,D
1032,D
1033,D
1034,D 
1035,C
1036,D
1037,Answer: D
1038,A
1039,D 
1040,D
1041,C
1042,D
1043,A 
1044,A 
1045,D
1046,C
1047,Answer: D
1048,D
1049,C
1050,Answer: A
1051,D
1052,C
1053,Answer: D
1054,B 
1055,D
1056,D
1057,Answer: B
1058,D
1059,Answer: A
1060,D
1061,Answer: C
1062,Answer: A
1063,Answer: B
1064,B 
1065,A
1066,D
1067,A 
1068,D
1069,Answer: C
1070,Answer: D
1071,C 
1072,A
1073,Answer: C
1074,Answer: D
1075,D
1076,B
1077,Answer: C
1078,D
1079,A 
1080,D
1081,"2 / 3, so the answer is D"
1082,Answer: A
1083,C
1084,D 
1085,A 
1086,C
1087,C
1088,B
1089,C 
1090,D
1091,A 
1092,A
1093,D
1094,C
1095,D
1096,B
1097,D
1098,D 
1099,Answer: A
1100,C 
1101,D
1102,C 
1103,C
1104,D
1105,Answer: D
1106,D
1107,Answer: D
1108,A
1109,D
1110,Answer: D
1111,D
1112,Answer: B
1113,Answer: C
1114,D
1115,A
1116,Answer: D
1117,D 
1118,B 
1119,A 
1120,B
1121,D 
1122,C
1123,A 
1124,A 
1125,B 
1126,C 
1127,D
1128,D 
1129,C 
1130,Answer: D
1131,Answer: C
1132,Answer: A
1133,A
1134,C 
1135,C 
1136,D
1137,D
1138,Answer: D
1139,A
1140,D 
1141,D
1142,Answer: B
1143,B
1144,C
1145,Answer: D
1146,A
1147,Answer: D
1148,Answer: C
1149,Answer: C
1150,A 
1151,Answer: D
1152,Answer: D
1153,D
1154,D 
1155,A
1156,B
1157,A
1158,Answer: C
1159,D 
1160,B 
1161,Answer: D
1162,C
1163,Answer: D
1164,Answer: A
1165,Answer: D
1166,D 
1167,D
1168,D 
1169,Answer: D
1170,C 
1171,D
1172,D
1173,D
1174,B 
1175,B 
1176,Answer: C
1177,B
1178,B
1179,Answer: C
1180,Answer: C
1181,B 
1182,A
1183,Answer: C
1184,C
1185,Answer: C
1186,D 
1187,Answer: C
1188,D 
1189,Answer: B
1190,D 
1191,D 
1192,C
1193,C
1194,Answer: C
1195,Answer: A
1196,Answer: B
1197,D 
1198,D 
1199,D
1200,A 
1201,Answer: D
1202,D
1203,C 
1204,Answer: D
1205,D 
1206,C
1207,D
1208,D
1209,
1210,B 
1211,B
1212,
1213,B
1214,Answer: B
1215,B
1216,Answer: C
1217,D
1218,D
1219,A
1220,C 
1221,C 
1222,D
1223,Answer: D
1224,Answer: A
1225,D 
1226,Answer: D
1227,B 
1228,C
1229,D
1230,D
1231,D 
1232,D 
1233,D
1234,Answer: D
1235,D
1236,D
1237,Answer: A
1238,D
1239,C 
1240,Answer: D
1241,D
1242,Answer: D
1243,A 
1244,D
1245,Answer: D
1246,D
1247,B
1248,Answer: D
1249,Answer: C
1250,B
1251,B
1252,B 
1253,D 
1254,D 
1255,C
1256,Answer: C
1257,Answer: D
1258,Answer: D
1259,C
1260,Answer: D
1261,D 
1262,Answer: B
1263,Answer: D
1264,D
1265,Answer: D
1266,D
1267,C
1268,D
1269,D
1270,A 
1271,C
1272,Answer: A
1273,C
1274,"Hyperpolarization, so the answer is C"
1275,A 
1276,D
1277,Answer: C
1278,Answer: B
1279,Answer: A
1280,D
1281,B
1282,Answer: D
1283,D
1284,C
1285,D
1286,B
1287,D
1288,D
1289,A
1290,Answer: D
1291,D
1292,C
1293,Answer: A
1294,D
1295,D
1296,D 
1297,Answer: D
1298,D
1299,D 
1300,C
1301,A
1302,A 
1303,D 
1304,D
1305,D
1306,"red, oxidative, slow contracting., so the answer is D"
1307,A 
1308,D 
1309,A 
1310,D
1311,Answer: C
1312,Answer: B
1313,A
1314,D
1315,D
1316,D
1317,Answer: C
1318,Answer: D
1319,B 
1320,B
1321,D
1322,C
1323,Answer: C
1324,Answer: B
1325,Answer: D
1326,D
1327,Answer: D
1328,Answer: D
1329,Answer: D
1330,C
1331,Answer: C
1332,D 
1333,B 
1334,Answer: B
1335,Answer: D
1336,A
1337,Answer: D
1338,Answer: A
1339,Answer: C
1340,Answer: B
1341,D 
1342,B
1343,D
1344,A
1345,Answer: B
1346,Answer: D
1347,D
1348,Answer: A
1349,Answer: D
1350,D
1351,Answer: D
1352,B 
1353,A 
1354,Answer: C
1355,Answer: C
1356,"Pyrimidine, so the answer is B"
1357,Answer: C
1358,Answer: D
1359,Answer: C
1360,D
1361,D
1362,B
1363,D
1364,A
1365,A
1366,D 
1367,D
1368,"H2O, so the answer is B"
1369,"an average of 10 times, with an rms deviation of about 1, so the answer is C"
1370,C
1371,Answer: C
1372,Answer: A
1373,D 
1374,C
1375,D
1376,A
1377,Answer: A
1378,Answer: D
1379,D 
1380,D 
1381,D 
1382,C
1383,A
1384,D
1385,Answer: B
1386,A
1387,D 
1388,A
1389,D
1390,D 
1391,B
1392,C
1393,B 
1394,D 
1395,A
1396,Answer: B
1397,C
1398,D
1399,Answer: D
1400,D
1401,D 
1402,D
1403,D 
1404,Answer: D
1405,D 
1406,Answer: C
1407,C
1408,D
1409,Answer: D
1410,B
1411,C
1412,Answer: B
1413,B 
1414,B 
1415,C
1416,D
1417,D 
1418,Answer: C
1419,B
1420,A
1421,Answer: A
1422,D
1423,D 
1424,D
1425,C
1426,Answer: D
1427,D 
1428,C
1429,D
1430,Answer: A
1431,C
1432,Answer: D
1433,A 
1434,D
1435,Answer: B
1436,C
1437,A
1438,D 
1439,D
1440,C
1441,Answer: C
1442,Answer: D
1443,C
1444,C 
1445,D
1446,D
1447,D
1448,Answer: C
1449,Answer: A
1450,B 
1451,B 
1452,D
1453,A
1454,D
1455,Answer: D
1456,D 
1457,D 
1458,A 
1459,B 
1460,D
1461,A 
1462,Answer: C
1463,
1464,Answer: D
1465,Answer: C
1466,C 
1467,C
1468,D
1469,A
1470,D
1471,B 
1472,A
1473,Answer: C
1474,A
1475,A
1476,Answer: B
1477,Answer: A
1478,A
1479,D
1480,D
1481,D
1482,Answer: C
1483,D 
1484,C
1485,C
1486,Answer: B
1487,B
1488,B 
1489,A
1490,D 
1491,D 
1492,D 
1493,C
1494,Answer: C
1495,A
1496,D 
1497,B
1498,D
1499,D
1500,D
1501,"Whois, so the answer is B"
1502,D 
1503,D
1504,C
1505,D
1506,Answer: C
1507,C 
1508,Answer: D
1509,Answer: D
1510,A
1511,Answer: D
1512,Answer: D
1513,B
1514,D 
1515,D 
1516,D 
1517,B
1518,Answer: D
1519,D
1520,Answer: C
1521,C
1522,Answer: D
1523,A
1524,Answer: D
1525,A 
1526,C
1527,D 
1528,C
1529,D 
1530,D
1531,Answer: A
1532,A
1533,C
1534,D 
1535,D 
1536,C
1537,D
1538,D
1539,Answer: B
1540,B
1541,A 
1542,D
1543,D 
1544,A
1545,Answer: B
1546,"SYN stealth scan, so the answer is A"
1547,D
1548,Answer: C
1549,D
1550,D 
1551,C 
1552,C
1553,A 
1554,C
1555,Answer: C
1556,A
1557,Answer: C
1558,A
1559,D 
1560,A
1561,C
1562,C 
1563,B
1564,C
1565,D 
1566,Answer: A
1567,A 
1568,Answer: C
1569,C 
1570,B
1571,C
1572,B
1573,B
1574,Answer: D
1575,A
1576,D
1577,D
1578,D
1579,B
1580,D 
1581,B
1582,Answer: D
1583,B
1584,D 
1585,D
1586,Answer: D
1587,Answer: A
1588,Answer: B
1589,D 
1590,A
1591,D
1592,C
1593,C
1594,D
1595,D
1596,Answer: A
1597,D
1598,C
1599,D 
1600,Answer: C
1601,B
1602,"ratio of force to mass is the same., so the answer is D"
1603,C 
1604,D 
1605,"All of these., so the answer is D"
1606,"increases by 2, so the answer is C"
1607,A
1608,C
1609,D
1610,Answer: D
1611,C
1612,D 
1613,Answer: B
1614,C
1615,Answer: D
1616,D
1617,D 
1618,B
1619,A
1620,A 
1621,D
1622,A
1623,D
1624,D
1625,Answer: D
1626,Answer: D
1627,C
1628,B
1629,D
1630,Answer: D
1631,C
1632,C
1633,C
1634,D 
1635,B 
1636,C
1637,Answer: D
1638,
1639,A
1640,C
1641,A
1642,A
1643,C 
1644,Answer: C
1645,Answer: B
1646,D 
1647,Answer: D
1648,Answer: A
1649,D
1650,A
1651,C
1652,None of the above
1653,A
1654,A 
1655,D
1656,A
1657,D
1658,C 
1659,Answer: D
1660,C
1661,Answer: B
1662,B 
1663,B 
1664,A 
1665,C 
1666,B
1667,D
1668,D
1669,Answer: A
1670,Answer: A
1671,C 
1672,B
1673,D 
1674,Answer: B
1675,Answer: D
1676,Answer: D
1677,D
1678,B
1679,C
1680,A
1681,Answer: C
1682,Answer: A
1683,D 
1684,Answer: B
1685,B
1686,Answer: A
1687,B
1688,C
1689,C
1690,C
1691,D
1692,D 
1693,Answer: B
1694,C
1695,B 
1696,Answer: D
1697,C 
1698,C 
1699,Answer: B
1700,
1701,A
1702,Answer: D
1703,Answer: D
1704,C 
1705,Answer: B
1706,Answer: A
1707,Answer: A
1708,D 
1709,Answer: D
1710,"solar eclipse if it’s daytime and lunar eclipse if it’s nighttime., so the answer is C"
1711,D
1712,Answer: C
1713,A 
1714,Answer: D
1715,Answer: D
1716,"Either of these, so the answer is C"
1717,B
1718,B 
1719,Answer: B
1720,D
1721,Answer: A
1722,D
1723,C 
1724,D
1725,Answer: B
1726,None of the above
1727,Answer: A
1728,A 
1729,C
1730,Answer: B
1731,Answer: D
1732,D 
1733,B 
1734,Answer: B
1735,Answer: D
1736,Answer: C
1737,B 
1738,Answer: D
1739,D
1740,C
1741,A
1742,B 
1743,Answer: B
1744,B 
1745,A
1746,A
1747,D
1748,D 
1749,D
1750,Answer: D
1751,Answer: C
1752,Answer: D
1753,Answer: B
1754,B
1755,D
1756,Answer: D
1757,A
1758,B
1759,C
1760,A
1761,B 
1762,D 
1763,Answer: B
1764,B
1765,D
1766,Answer: B
1767,B
1768,Answer: D
1769,Answer: B
1770,B
1771,Answer: B
1772,Answer: C
1773,D
1774,Answer: D
1775,D 
1776,D
1777,B
1778,D 
1779,D
1780,C
1781,D
1782,D
1783,D 
1784,Answer: D
1785,C
1786,D 
1787,
1788,C
1789,Answer: D
1790,D 
1791,B
1792,D
1793,B
1794,C 
1795,D 
1796,B 
1797,D 
1798,B
1799,B 
1800,Answer: A
1801,B
1802,D
1803,B 
1804,Answer: C
1805,D
1806,A 
1807,Answer: B
1808,Not Sure
1809,Answer: D
1810,C 
1811,C
1812,A
1813,C 
1814,B
1815,C
1816,D
1817,Answer: D
1818,D 
1819,B
1820,D
1821,Answer: A
1822,C
1823,A
1824,D
1825,D 
1826,Not Sure
1827,D 
1828,A 
1829,D
1830,Answer: D
1831,A
1832,C
1833,D
1834,Answer: D
1835,Answer: D
1836,Answer: B
1837,D
1838,A
1839,Answer: A
1840,A 
1841,B
1842,B
1843,D
1844,B
1845,Answer: D
1846,Answer: D
1847,Answer: B
1848,C
1849,A 
1850,Answer: A
1851,C 
1852,A 
1853,A 
1854,Answer: D
1855,D
1856,Answer: D
1857,C
1858,A 
1859,D 
1860,Answer: C
1861,B 
1862,D
1863,D
1864,D
1865,D 
1866,C
1867,D
1868,D
1869,C 
1870,Answer: D
1871,B
1872,C 
1873,Answer: D
1874,B 
1875,C
1876,A
1877,A
1878,Answer: D
1879,Answer: B
1880,Answer: D
1881,D
1882,"(i), (ii), (iii), and (iv), so the answer is D"
1883,Answer: D
1884,B
1885,B
1886,D
1887,D
1888,D
1889,Answer: C
1890,B
1891,None of the above
1892,C 
1893,Answer: B
1894,D
1895,Answer: B
1896,D
1897,A
1898,B
1899,C 
1900,C
1901,"A pure time series model, so the answer is D"
1902,A
1903,"(i), (ii), (iii), and (iv), so the answer is D"
1904,
1905,D
1906,B
1907,D
1908,D
1909,D 
1910,B 
1911,B 
1912,Answer: C
1913,D
1914,D
1915,C
1916,B
1917,D 
1918,B
1919,Answer: D
1920,D 
1921,D
1922,A 
1923,D
1924,Answer: C
1925,D 
1926,Answer: C
1927,Answer: D
1928,A
1929,Answer: D
1930,Answer: B
1931,Answer: D
1932,D
1933,D
1934,Answer: C
1935,C
1936,Answer: A
1937,D 
1938,A
1939,A
1940,Answer: A
1941,C
1942,B
1943,Answer: C
1944,Answer: D
1945,D
1946,D 
1947,Answer: C
1948,Answer: B
1949,Answer: D
1950,Answer: D
1951,A
1952,Answer: D
1953,C 
1954,Answer: C
1955,A
1956,C 
1957,A 
1958,Answer: A
1959,B
1960,A
1961,Answer: B
1962,A 
1963,Answer: D
1964,A
1965,B
1966,D
1967,Answer: C
1968,C
1969,C 
1970,C 
1971,Answer: D
1972,Answer: C
1973,D
1974,B
1975,C 
1976,A
1977,D
1978,
1979,Answer: C
1980,B 
1981,C
1982,D 
1983,Answer: A
1984,D
1985,C
1986,Answer: A
1987,D 
1988,C
1989,A
1990,Answer: D
1991,C
1992,Answer: C
1993,
1994,Answer: B
1995,D
1996,Answer: C
1997,Answer: A
1998,Answer: D
1999,Answer: C
2000,D 
2001,B
2002,D
2003,D
2004,Answer: D
2005,Answer: C
2006,Answer: D
2007,D 
2008,Answer: C
2009,D
2010,Answer: D
2011,
2012,D
2013,A 
2014,D
2015,D
2016,A
2017,B
2018,D 
2019,Answer: B
2020,A
2021,B 
2022,D
2023,Answer: D
2024,Answer: D
2025,D 
2026,D 
2027,D
2028,Answer: D
2029,D
2030,D 
2031,A
2032,B
2033,None of the above
2034,C
2035,C
2036,D
2037,B
2038,C
2039,Answer: A
2040,D
2041,D
2042,D
2043,D
2044,B
2045,Answer: D
2046,B
2047,Answer: C
2048,Answer: D
2049,B
2050,C
2051,D
2052,Answer: C
2053,D
2054,Answer: B
2055,D
2056,C
2057,A 
2058,Answer: A
2059,Answer: D
2060,Answer: D
2061,C 
2062,C
2063,C 
2064,A
2065,C
2066,C
2067,D 
2068,D 
2069,D
2070,Answer: C
2071,C
2072,Answer: B
2073,None of the above
2074,Answer: D
2075,C 
2076,D
2077,A 
2078,A
2079,C 
2080,B 
2081,B
2082,Answer: D
2083,D
2084,A
2085,D 
2086,B
2087,A
2088,Answer: C
2089,B
2090,D 
2091,B
2092,C
2093,A 
2094,Answer: D
2095,C
2096,Answer: B
2097,A 
2098,D
2099,Answer: D
2100,Answer: A
2101,A
2102,D 
2103,C
2104,Answer: D
2105,B
2106,D
2107,D 
2108,D
2109,D 
2110,C 
2111,Answer: D
2112,C
2113,Answer: D
2114,C
2115,A 
2116,Answer: D
2117,B 
2118,Answer: A
2119,B 
2120,A 
2121,Answer: D
2122,A 
2123,D 
2124,B
2125,D
2126,B 
2127,D 
2128,C
2129,D
2130,Answer: D
2131,Answer: D
2132,D 
2133,C 
2134,D
2135,D
2136,C 
2137,B 
2138,C 
2139,B
2140,D
2141,A
2142,D
2143,D
2144,A 
2145,B
2146,Answer: A
2147,D
2148,C
2149,B
2150,D
2151,Answer: A
2152,Not Sure
2153,D
2154,D
2155,Answer: C
2156,A 
2157,B
2158,A 
2159,C
2160,D
2161,D
2162,Answer: D
2163,A
2164,C 
2165,A
2166,D
2167,Answer: B
2168,D
2169,A 
2170,D 
2171,C
2172,C 
2173,Answer: A
2174,B
2175,C
2176,D
2177,Answer: B
2178,A 
2179,Answer: D
2180,D 
2181,A
2182,B
2183,D
2184,B
2185,B
2186,Answer: A
2187,D 
2188,B
2189,B 
2190,C
2191,D
2192,Answer: D
2193,C
2194,Answer: D
2195,Answer: D
2196,D
2197,B 
2198,A
2199,C 
2200,Answer: C
2201,Answer: C
2202,B
2203,D 
2204,C
2205,Answer: D
2206,C
2207,Answer: D
2208,Answer: A
2209,D
2210,C 
2211,D 
2212,D
2213,
2214,Answer: B
2215,C
2216,Answer: B
2217,A
2218,C 
2219,Answer: D
2220,D
2221,Answer: D
2222,D 
2223,D
2224,D
2225,Answer: A
2226,D
2227,B
2228,D
2229,B 
2230,B
2231,Answer: D
2232,D 
2233,C
2234,Answer: C
2235,Answer: C
2236,Answer: A
2237,C
2238,D 
2239,Answer: A
2240,Answer: D
2241,C
2242,Answer: C
2243,B 
2244,Answer: A
2245,Answer: A
2246,D 
2247,B 
2248,A
2249,D
2250,D
2251,D 
2252,D
2253,B
2254,B
2255,D 
2256,B
2257,D
2258,Answer: D
2259,D
2260,B 
2261,Answer: B
2262,Answer: D
2263,Answer: D
2264,D 
2265,D
2266,C
2267,D
2268,Answer: B
2269,C 
2270,Answer: D
2271,Answer: D
2272,B
2273,C 
