question_id,result
749,Answer: D
750,"the cytoplasm., so the answer is D"
751,C 
752,C
753,A
754,D
755,Answer: A
756,A 
757,C
758,A
759,Answer: B
760,D
761,C
762,"spiral cleavage, so the answer is C"
763,C
764,"Fox populations will decrease and hare populations will increase., so the answer is C"
765,D 
766,A
767,
768,C
769,Answer: A
770,C
771,A
772,D
773,C
774,B
775,A
776,Answer: D
777,A
778,Answer: D
779,C
780,C
781,
782,Answer: A
783,D
784,Answer: B
785,D
786,"5′ GTT AGC 3′, so the answer is C"
787,Answer: A
788,B
789,A
790,D 
791,Answer: B
792,Answer: D
793,A
794,C
795,Answer: A
796,D 
797,Answer: D
798,B
799,Answer: C
800,Answer: B
801,D
802,B 
803,"cAMP, so the answer is B"
804,D
805,Answer: A
806,D
807,B
808,D
809,Answer: C
810,
811,D
812,B
813,B
814,A
815,A
816,D
817,D
818,B
819,B
820,Answer: A
821,Answer: D
822,Answer: A
823,C 
824,A
825,B
826,Answer: B
827,A
828,D
829,"negative gravidotropism, so the answer is D"
830,D
831,D
832,C
833,D
834,Answer: D
835,C
836,D
837,A
838,C 
839,D
840,Answer: D
841,Answer: A
842,D 
843,C
844,B
845,Answer: D
846,D
847,Answer: B
848,B
849,B
850,B 
851,B
852,Answer: C
853,C
854,Answer: A
855,D
856,"an archaeon, so the answer is D"
857,B
858,C
859,Answer: A
860,C
861,B
862,C
863,Answer: A
864,Answer: B
865,C
866,Answer: A
867,D
868,C
869,Answer: D
870,A
871,
872,C
873,B
874,B
875,Answer: A
876,D
877,C
878,None of the above
879,B
880,Answer: A
881,D 
882,C
883,Answer: B
884,"A moth exhibits nearly identical coloration to that of a stinging bee., so the answer is C"
885,Answer: D
886,B 
887,A
888,A 
889,Answer: D
890,
891,A
892,A
893,D
894,Answer: B
895,D
896,A
897,C
898,C
899,
900,B
901,C
902,A
903,Answer: C
904,Answer: C
905,Answer: B
906,D
907,B
908,A
909,Answer: D
910,Answer: D
911,Answer: C
912,C
913,"Octahedral complexes of monodentate ligands can display optical isomerism only when they have at least three different ligands., so the answer is D"
914,C
915,Answer: B
916,D
917,B
918,D
919,
920,Answer: C
921,A
922,D 
923,"4.62 ppm, so the answer is D"
924,D
925,B
926,Not Sure
927,C
928,B
929,C
930,A 
931,C
932,C
933,Answer: B
934,D
935,D
936,D
937,
938,
939,Answer: C
940,C
941,C 
942,C
943,C
944,A
945,D
946,D
947,D
948,B
949,D
950,Answer: C
951,Answer: C
952,C
953,"0.827 x 10^-26 J T-1, so the answer is C"
954,B
955,A
956,Answer: B
957,A
958,B
959,
960,Not Sure
961,Answer: D
962,Answer: D
963,C 
964,B
965,D
966,Answer: A
967,D
968,Answer: A
969,A 
970,A 
971,Answer: B
972,"Gas chromatographic separation of the air sample on a packed column followed by thermal conductivity detection, so the answer is B"
973,Answer: A
974,"It has little effect., so the answer is A"
975,B
976,D
977,C
978,C
979,Answer: D
980,D
981,D
982,C
983,None of the above
984,D
985,"11,070 ppm, so the answer is C"
986,D
987,Answer: B
988,Answer: D
989,
990,Answer: C
991,D
992,D
993,
994,B
995,D
996,A
997,
998,D
999,A
1000,"{AND, OR}, so the answer is C"
1001,C
1002,A
1003,B
1004,C
1005,Answer: C
1006,D
1007,D
1008,A
1009,Answer: D
1010,A
1011,A
1012,D
1013,B
1014,C
1015,D
1016,D
1017,"Finding ALL spanning trees of G, so the answer is C"
1018,A
1019,A
1020,Not Sure
1021,"I and II, so the answer is D"
1022,C
1023,Answer: D
1024,D
1025,A
1026,C
1027,C
1028,A
1029,"I only, so the answer is A"
1030,"Stack pointer for the calling activation record, so the answer is D"
1031,C
1032,Answer: C
1033,Answer: D
1034,D
1035,A
1036,"integer multiplication is a function whose inverse, factorization, remains difficult for a large class of inputs, so the answer is A"
1037,D
1038,D
1039,D
1040,D
1041,Answer: D
1042,A
1043,B
1044,Answer: A
1045,"II only, so the answer is B"
1046,D
1047,B
1048,B
1049,C
1050,A
1051,C
1052,Answer: D
1053,C
1054,"2k, so the answer is B"
1055,"I and II only, so the answer is D"
1056,D
1057,"Dynamically allocated objects on the heap, so the answer is B"
1058,D
1059,Answer: B
1060,A
1061,Answer: C
1062,Not Sure
1063,B
1064,B
1065,"0x01001234; page mapped with READ/WRITE access, so the answer is A"
1066,"I, II, and III, so the answer is D"
1067,Answer: A
1068,Answer: A
1069,C
1070,D
1071,C
1072,Answer: C
1073,Answer: B
1074,C
1075,D
1076,B 
1077,Answer: C
1078,Answer: D
1079,A
1080,C
1081,Answer: D
1082,Answer: A
1083,B
1084,Answer: B
1085,Answer: A
1086,None of the above
1087,Answer: C
1088,B
1089,C
1090,D
1091,A
1092,B
1093,Answer: D
1094,C
1095,A
1096,Answer: B
1097,Answer: D
1098,D
1099,Answer: B
1100,C
1101,Answer: B
1102,C
1103,D
1104,C
1105,A
1106,C
1107,B
1108,Answer: B
1109,D
1110,"0.95, so the answer is D"
1111,C
1112,"II only, so the answer is B"
1113,C
1114,D
1115,A
1116,B
1117,B
1118,Answer: B
1119,A
1120,Answer: B
1121,
1122,D 
1123,A
1124,A
1125,Answer: B
1126,C 
1127,None of the above
1128,Answer: B
1129,B 
1130,B 
1131,D
1132,Answer: A
1133,"2, so the answer is A"
1134,A
1135,Answer: C
1136,Answer: C
1137,Answer: D
1138,D 
1139,Answer: B
1140,D
1141,B
1142,Answer: B
1143,A 
1144,Answer: D
1145,D
1146,A
1147,
1148,C
1149,C
1150,A
1151,B
1152,B
1153,Answer: D
1154,Answer: C
1155,A
1156,B
1157,A 
1158,A
1159,D
1160,D
1161,Answer: D
1162,D
1163,D
1164,A
1165,A
1166,
1167,D
1168,D
1169,B
1170,C
1171,Answer: C
1172,B
1173,C 
1174,C 
1175,B
1176,C
1177,B 
1178,B
1179,D
1180,C 
1181,C
1182,A
1183,C
1184,Answer: D
1185,C
1186,Answer: D
1187,B
1188,Answer: C
1189,B
1190,D
1191,Answer: D
1192,A
1193,C
1194,D
1195,A
1196,D
1197,Answer: D
1198,Answer: C
1199,A
1200,B
1201,Answer: C
1202,A
1203,C
1204,A
1205,A
1206,C
1207,C
1208,Answer: D
1209,Answer: A
1210,B
1211,Answer: A
1212,C
1213,Answer: B
1214,Answer: A
1215,B
1216,Answer: B
1217,Answer: D
1218,Answer: D
1219,A
1220,B
1221,C 
1222,B
1223,D
1224,D
1225,D 
1226,C
1227,Answer: B
1228,D
1229,C
1230,D
1231,A 
1232,B
1233,D 
1234,Answer: D
1235,B
1236,C
1237,A
1238,D
1239,B
1240,Answer: B
1241,Answer: D
1242,C
1243,B
1244,C 
1245,C
1246,D
1247,A
1248,Answer: C
1249,C
1250,A
1251,B
1252,B
1253,Not Sure
1254,"An anxiety disorder, so the answer is B"
1255,A
1256,B
1257,D
1258,D
1259,C
1260,C
1261,
1262,C
1263,"Avoid potential pitfalls by withholding from tasks she is not proficient in., so the answer is D"
1264,D
1265,B
1266,A
1267,Answer: C
1268,C 
1269,A 
1270,A
1271,Answer: C
1272,A
1273,B
1274,"Repolarization, so the answer is B"
1275,Answer: D
1276,Answer: D
1277,Answer: A
1278,Answer: B
1279,Answer: B
1280,Answer: A
1281,C
1282,Answer: D
1283,C
1284,A
1285,Answer: D
1286,B
1287,Answer: A
1288,Answer: D
1289,A
1290,Answer: D
1291,B
1292,C
1293,A
1294,"Meiosis, so the answer is D"
1295,D
1296,D
1297,D
1298,Answer: C
1299,D
1300,
1301,Answer: A
1302,A
1303,Answer: D
1304,Answer: C
1305,D 
1306,D
1307,A 
1308,A
1309,A
1310,Answer: D
1311,D
1312,B
1313,A
1314,D
1315,Answer: C
1316,Answer: B
1317,Answer: A
1318,Answer: D
1319,A
1320,B
1321,A 
1322,C
1323,C
1324,B
1325,D
1326,B
1327,D
1328,D 
1329,A
1330,D
1331,Answer: A
1332,D
1333,B 
1334,B
1335,Answer: C
1336,
1337,C
1338,
1339,A
1340,Answer: B
1341,D
1342,Answer: B
1343,D
1344,A
1345,Answer: C
1346,B
1347,C
1348,B
1349,
1350,B
1351,Answer: B
1352,B
1353,Answer: A
1354,C
1355,"without the use of oxygen., so the answer is C"
1356,Answer: D
1357,D
1358,B
1359,D
1360,D
1361,D
1362,B
1363,D
1364,A
1365,A
1366,
1367,Answer: C
1368,B
1369,C
1370,C
1371,C
1372,B 
1373,B
1374,C
1375,Answer: D
1376,A
1377,A
1378,Answer: D
1379,D
1380,Answer: D
1381,D
1382,D
1383,"Lines in the infrared, visible, and ultraviolet regions of the spectrum reveal primarily the nuclear structure of the sample., so the answer is A"
1384,Not Sure
1385,C
1386,D
1387,Answer: D
1388,"0.25mc^2, so the answer is A"
1389,A
1390,D
1391,"0.5 mm, so the answer is B"
1392,C
1393,B
1394,A
1395,A
1396,Not Sure
1397,C
1398,
1399,"work function of the metal is proportional to the wavelength, so the answer is B"
1400,B
1401,B
1402,D
1403,D
1404,D 
1405,A
1406,A
1407,"1.5 x 10^8 m/s, so the answer is C"
1408,C 
1409,"1 W, so the answer is C"
1410,Not Sure
1411,Answer: C
1412,B
1413,B
1414,Answer: D
1415,C
1416,B
1417,Answer: D
1418,D
1419,B
1420,A
1421,Answer: D
1422,A
1423,D
1424,B 
1425,C
1426,B
1427,Answer: C
1428,A
1429,D
1430,Answer: A
1431,D
1432,A
1433,A
1434,D
1435,B
1436,A
1437,C
1438,C 
1439,D
1440,C
1441,C
1442,A
1443,Answer: C
1444,Answer: B
1445,C
1446,Answer: B
1447,Answer: D
1448,C
1449,A
1450,D
1451,A
1452,A
1453,Answer: B
1454,A
1455,Answer: D
1456,D
1457,Answer: A
1458,A
1459,Answer: C
1460,C 
1461,Answer: A
1462,Answer: C
1463,C
1464,A
1465,C
1466,C
1467,Answer: A
1468,B
1469,Answer: A
1470,None of the above
1471,C
1472,C
1473,A
1474,B
1475,Not Sure
1476,A
1477,A
1478,C
1479,Answer: A
1480,"Authenticated, so the answer is B"
1481,D
1482,C 
1483,B
1484,A
1485,B
1486,A
1487,Answer: A
1488,A
1489,A
1490,D
1491,D
1492,C
1493,Answer: D
1494,C
1495,A
1496,C
1497,B
1498,B
1499,C
1500,Answer: D
1501,
1502,D
1503,C
1504,C
1505,C 
1506,Answer: C
1507,C
1508,A 
1509,A
1510,Answer: C
1511,B
1512,B
1513,D
1514,D
1515,A
1516,Answer: D
1517,B
1518,C
1519,C
1520,C
1521,Answer: B
1522,A
1523,A
1524,B
1525,B
1526,B
1527,B
1528,A
1529,B
1530,
1531,Answer: A
1532,"Modication detection code (MDC), so the answer is A"
1533,Answer: B
1534,Answer: D
1535,D
1536,C
1537,B
1538,A
1539,Answer: B
1540,B
1541,C
1542,Answer: B
1543,"A direct leak comes via the software system's intended interaction mechanism, where as a side channel leak comes from measurements of other system features, like timing, power usage, or space usage, so the answer is C"
1544,Answer: A
1545,A 
1546,A
1547,"B and C, so the answer is D"
1548,B
1549,D
1550,B
1551,D
1552,C
1553,
1554,
1555,Answer: C
1556,Answer: A
1557,C 
1558,A
1559,Answer: D
1560,Answer: A
1561,
1562,C
1563,"Implementing a firewall to the network, so the answer is C"
1564,B
1565,"True, False, so the answer is C"
1566,A
1567,A
1568,C 
1569,"SMS Trojan, so the answer is C"
1570,B
1571,None of the above
1572,B
1573,B
1574,D
1575,A
1576,
1577,D
1578,A
1579,B
1580,D
1581,B
1582,C
1583,Not Sure
1584,A
1585,B
1586,Answer: A
1587,A
1588,Answer: B
1589,A
1590,A 
1591,A
1592,C
1593,Answer: A
1594,Answer: C
1595,B
1596,Answer: A
1597,D
1598,A
1599,B
1600,C 
1601,D
1602,D
1603,C
1604,D
1605,Answer: D
1606,A
1607,A
1608,A
1609,B
1610,C 
1611,B 
1612,Not Sure
1613,D
1614,C
1615,D 
1616,Answer: A
1617,None of the above
1618,B
1619,A 
1620,A 
1621,B 
1622,A
1623,D
1624,B
1625,D
1626,Answer: A
1627,B
1628,Answer: B
1629,D
1630,B
1631,C
1632,D
1633,Answer: D
1634,D 
1635,B
1636,C
1637,B
1638,D
1639,None of the above
1640,C 
1641,D
1642,Answer: A
1643,"frequency., so the answer is A"
1644,Answer: C
1645,D
1646,D
1647,B
1648,B
1649,B
1650,A
1651,Answer: C
1652,B
1653,A
1654,D
1655,Answer: D
1656,A
1657,B
1658,Answer: C
1659,Answer: B
1660,C
1661,A
1662,B
1663,B
1664,A 
1665,Answer: C
1666,B 
1667,C
1668,
1669,Answer: A
1670,A
1671,C
1672,B
1673,D
1674,Answer: D
1675,A
1676,Answer: A
1677,Answer: A
1678,B
1679,C
1680,A
1681,B
1682,C
1683,"atmosphere, so the answer is A"
1684,Answer: B
1685,
1686,
1687,D
1688,C
1689,"pushes hardest on the ground, so the answer is B"
1690,C
1691,B 
1692,D
1693,Answer: A
1694,D
1695,"Faraday’s law, so the answer is B"
1696,D
1697,C 
1698,D
1699,B
1700,Answer: C
1701,Answer: A
1702,B
1703,B
1704,C 
1705,"younger., so the answer is B"
1706,B
1707,None of the above
1708,B
1709,D
1710,D
1711,A
1712,C
1713,A
1714,Answer: D
1715,A
1716,C
1717,Answer: D
1718,B 
1719,Answer: B
1720,C
1721,Answer: D
1722,A
1723,B
1724,Answer: D
1725,
1726,Answer: B
1727,"very different devices, so the answer is B"
1728,Answer: A
1729,None of the above
1730,"day, so the answer is A"
1731,Answer: B
1732,A
1733,"500 W, so the answer is B"
1734,B
1735,A
1736,C
1737,B
1738,None of the above
1739,D
1740,Answer: D
1741,A
1742,B
1743,Answer: B
1744,B
1745,C
1746,Answer: A
1747,C
1748,Answer: B
1749,B
1750,"8q., so the answer is B"
1751,A
1752,Answer: A
1753,Answer: B
1754,B
1755,B
1756,Answer: A
1757,A
1758,D
1759,A
1760,Answer: A
1761,Answer: C
1762,C
1763,A
1764,D
1765,B 
1766,B 
1767,B 
1768,Answer: D
1769,Answer: B
1770,B
1771,B
1772,B
1773,A
1774,D 
1775,Answer: C
1776,A 
1777,Answer: B
1778,C
1779,A
1780,Answer: D
1781,Answer: C
1782,Answer: C
1783,Answer: A
1784,D
1785,Answer: C
1786,D
1787,A
1788,"joules, so the answer is B"
1789,Answer: B
1790,Answer: D
1791,Answer: B
1792,D
1793,B 
1794,C
1795,Answer: D
1796,B
1797,B
1798,C 
1799,B
1800,Answer: A
1801,Answer: B
1802,C
1803,B
1804,A
1805,A
1806,A
1807,B 
1808,None of the above
1809,Answer: D
1810,Answer: B
1811,Answer: A
1812,A
1813,D
1814,Answer: B
1815,C 
1816,"(i) and (iii) only, so the answer is B"
1817,A 
1818,D 
1819,C
1820,B
1821,A
1822,Answer: C
1823,
1824,D
1825,B
1826,B
1827,Answer: B
1828,
1829,D 
1830,D
1831,A
1832,C
1833,Answer: D
1834,B
1835,D
1836,B
1837,D
1838,B
1839,A
1840,C
1841,Answer: B
1842,B
1843,B
1844,A
1845,D
1846,A
1847,Answer: C
1848,C 
1849,A
1850,"An acf and pacf that both decline geometrically, so the answer is A"
1851,C
1852,A
1853,"They are not theoretically motivated, so the answer is A"
1854,"(i), (ii), and (iii) only, so the answer is C"
1855,D 
1856,Answer: A
1857,None of the above
1858,A
1859,C 
1860,C
1861,B
1862,D
1863,D
1864,Answer: C
1865,B
1866,A
1867,C
1868,D 
1869,C 
1870,Answer: D
1871,A
1872,C
1873,C
1874,B
1875,B
1876,Answer: D
1877,A
1878,Answer: C
1879,B
1880,B
1881,Answer: B
1882,C
1883,D 
1884,B
1885,Answer: B
1886,A
1887,Answer: D
1888,C
1889,B
1890,A
1891,C
1892,C
1893,D
1894,"Excluding a relevant variable from a linear regression model, so the answer is D"
1895,D
1896,D
1897,A
1898,Answer: D
1899,C
1900,C
1901,A
1902,A
1903,Answer: C
1904,B
1905,D 
1906,B
1907,"It is the probability of failing to reject a null hypothesis that was wrong, so the answer is D"
1908,"(-5.46,2.86), so the answer is D"
1909,D
1910,Answer: D
1911,B
1912,C
1913,A
1914,D
1915,Answer: C
1916,Answer: B
1917,B
1918,Answer: B
1919,C
1920,C
1921,D
1922,A
1923,A
1924,C
1925,B
1926,C
1927,Answer: B
1928,A
1929,B
1930,B
1931,D
1932,D
1933,Answer: D
1934,C
1935,C
1936,A
1937,D
1938,A
1939,Not Sure
1940,A
1941,Answer: B
1942,B
1943,Answer: B
1944,D
1945,Answer: A
1946,B
1947,A
1948,Answer: B
1949,B 
1950,Answer: D
1951,C
1952,Answer: D
1953,D
1954,B
1955,A 
1956,C
1957,
1958,D
1959,A
1960,A
1961,D
1962,Answer: D
1963,B
1964,A
1965,B
1966,C
1967,C 
1968,D 
1969,C
1970,C
1971,Answer: C
1972,C
1973,D
1974,B
1975,C
1976,A
1977,Answer: C
1978,Answer: B
1979,Answer: D
1980,Answer: A
1981,C
1982,B
1983,"Carbon., so the answer is A"
1984,"All the above, so the answer is D"
1985,D
1986,D 
1987,B
1988,C
1989,Answer: C
1990,D
1991,Answer: D
1992,Answer: C
1993,Answer: C
1994,B
1995,"sufficient strength to sustain high pressure at elevated temperatures., so the answer is C"
1996,C
1997,Answer: C
1998,D
1999,D
2000,B
2001,Answer: B
2002,C
2003,Answer: C
2004,Answer: A
2005,Answer: C
2006,B
2007,Answer: D
2008,C
2009,Answer: C
2010,B
2011,Answer: D
2012,Answer: C
2013,
2014,C 
2015,D
2016,A
2017,B
2018,D
2019,A 
2020,C
2021,B
2022,C
2023,Answer: D
2024,Answer: C
2025,B
2026,C
2027,Answer: C
2028,A
2029,B
2030,"(A) and (B) both in the same way., so the answer is C"
2031,A
2032,D 
2033,D
2034,Answer: B
2035,B
2036,C
2037,B
2038,Answer: C
2039,A
2040,D
2041,A
2042,D
2043,D
2044,B 
2045,B
2046,Answer: B
2047,B
2048,B
2049,Answer: B
2050,D
2051,A
2052,Answer: C
2053,C 
2054,D
2055,C
2056,Answer: A
2057,A
2058,A
2059,C
2060,D
2061,C
2062,C
2063,C
2064,C
2065,C
2066,Answer: C
2067,D
2068,C 
2069,Answer: C
2070,Answer: B
2071,Answer: C
2072,D
2073,B
2074,D
2075,C 
2076,D
2077,A 
2078,A
2079,B 
2080,Answer: B
2081,
2082,A
2083,A
2084,Answer: C
2085,C
2086,Answer: B
2087,A
2088,C
2089,C
2090,A
2091,A
2092,D
2093,A
2094,A
2095,B
2096,Answer: B
2097,Answer: C
2098,A
2099,Not Sure
2100,A
2101,A
2102,Answer: D
2103,Answer: B
2104,C
2105,B
2106,D
2107,Answer: A
2108,Answer: C
2109,D
2110,B 
2111,D
2112,C 
2113,D
2114,D
2115,A 
2116,B
2117,Answer: B
2118,D
2119,D
2120,B
2121,D
2122,A
2123,
2124,A
2125,Answer: A
2126,B 
2127,Answer: D
2128,C
2129,Answer: D
2130,C
2131,D
2132,B
2133,B 
2134,D
2135,
2136,A
2137,B
2138,Answer: C
2139,B
2140,D
2141,D
2142,Answer: D
2143,D
2144,B
2145,Answer: B
2146,D
2147,D
2148,C
2149,B
2150,B
2151,"8.1, so the answer is A"
2152,C
2153,Answer: C
2154,B
2155,C
2156,Answer: A
2157,B
2158,D 
2159,C
2160,D
2161,C
